customer_id,age,age_group,gender,item_purchased,category,purchase_amount_usd,loc,region,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,previous_purchases,payment_method,frequency_of_purchases,purchase_frequency_days
1892,69,Senior,Male,Jewelry,Accessories,74,New Hampshire,Northeast,M,Gray,Summer,2.6,No,Next Day Air,No,48,Debit Card,Quarterly,90
1893,39,Adult,Male,Jacket,Outerwear,30,California,West,M,Blue,Fall,4.6,No,2-Day Shipping,No,12,Venmo,Weekly,7
1894,28,Young Adult,Male,Dress,Clothing,20,Delaware,South,L,Red,Summer,3.7,No,Express,No,10,PayPal,Fortnightly,14
1895,42,Adult,Male,Hoodie,Clothing,90,Arizona,West,M,Purple,Fall,2.5,No,Free Shipping,No,48,Debit Card,Bi-Weekly,14
1896,31,Young Adult,Male,Jeans,Clothing,61,Washington,West,L,Indigo,Fall,4.5,No,Express,No,3,Debit Card,Monthly,30
1897,57,Middle-aged,Male,Sandals,Footwear,51,Nevada,West,M,Gold,Fall,2.9,No,Standard,No,19,Venmo,Monthly,30
1898,53,Middle-aged,Male,Sunglasses,Accessories,97,Alaska,West,L,Teal,Winter,2.9,No,Free Shipping,No,11,Debit Card,Fortnightly,14
1899,59,Senior,Male,Pants,Clothing,97,Texas,South,L,Magenta,Fall,3.5,No,Next Day Air,No,25,Venmo,Monthly,30
1900,32,Adult,Male,Shorts,Clothing,40,New York,Northeast,L,Maroon,Winter,4.2,No,Store Pickup,No,42,PayPal,Weekly,7
1901,65,Senior,Male,Jewelry,Accessories,85,Iowa,Midwest,S,Blue,Summer,3.3,No,Free Shipping,No,34,Cash,Quarterly,90
1902,56,Middle-aged,Male,Socks,Clothing,76,Arizona,West,S,Beige,Winter,3.9,No,Store Pickup,No,50,Cash,Quarterly,90
1903,31,Young Adult,Male,Sandals,Footwear,22,New Mexico,West,S,Olive,Spring,5,No,Store Pickup,No,21,Venmo,Monthly,30
1904,59,Senior,Male,Pants,Clothing,63,North Carolina,South,M,Gold,Summer,3.3,No,Standard,No,37,Bank Transfer,Weekly,7
1905,22,Young Adult,Male,T-shirt,Clothing,71,Nevada,West,S,Silver,Spring,4.2,No,Free Shipping,No,46,Cash,Monthly,30
1906,47,Middle-aged,Male,Boots,Footwear,35,Idaho,West,M,Teal,Summer,4.9,No,2-Day Shipping,No,14,Bank Transfer,Fortnightly,14
1907,23,Young Adult,Male,Backpack,Accessories,30,Vermont,Northeast,M,Green,Spring,4.6,No,2-Day Shipping,No,24,PayPal,Fortnightly,14
1908,69,Senior,Male,Skirt,Clothing,74,New Mexico,West,L,Orange,Fall,4.8,No,Store Pickup,No,36,Credit Card,Every 3 Months,90
1909,18,Young Adult,Male,Scarf,Accessories,71,Georgia,South,XL,Charcoal,Winter,2.7,No,Next Day Air,No,19,Debit Card,Bi-Weekly,14
1910,50,Middle-aged,Male,Sweater,Clothing,84,Kentucky,South,S,Black,Spring,4.3,No,Store Pickup,No,12,Credit Card,Monthly,30
1911,29,Young Adult,Male,Sandals,Footwear,38,New York,Northeast,S,Yellow,Fall,3.8,No,Express,No,13,Debit Card,Quarterly,90
1912,65,Senior,Male,Jewelry,Accessories,81,Arizona,West,M,Gray,Spring,4.9,No,Express,No,32,Debit Card,Bi-Weekly,14
1913,29,Young Adult,Male,Sweater,Clothing,56,Colorado,West,S,Charcoal,Winter,3.4,No,2-Day Shipping,No,5,Credit Card,Bi-Weekly,14
1914,49,Middle-aged,Male,Skirt,Clothing,48,Kentucky,South,M,Peach,Winter,3.6,No,Express,No,29,Cash,Annually,365
1915,28,Young Adult,Male,Shorts,Clothing,97,Alaska,West,L,Green,Fall,3.4,No,Standard,No,40,Credit Card,Fortnightly,14
1916,51,Middle-aged,Male,Backpack,Accessories,74,Alabama,South,M,Magenta,Fall,4.7,No,2-Day Shipping,No,44,Cash,Weekly,7
1917,26,Young Adult,Male,Hoodie,Clothing,50,Connecticut,Northeast,S,Beige,Winter,3,No,Next Day Air,No,3,Debit Card,Bi-Weekly,14
1918,38,Adult,Male,Skirt,Clothing,71,Hawaii,West,L,Black,Winter,3.4,No,Free Shipping,No,35,PayPal,Bi-Weekly,14
1919,35,Adult,Male,Skirt,Clothing,33,Idaho,West,S,Purple,Summer,4.6,No,Standard,No,33,Debit Card,Monthly,30
1920,34,Adult,Male,Backpack,Accessories,56,Virginia,South,M,Olive,Summer,3.1,No,Express,No,20,PayPal,Bi-Weekly,14
1921,51,Middle-aged,Male,Blouse,Clothing,84,Connecticut,Northeast,M,Purple,Spring,2.8,No,Standard,No,40,Cash,Every 3 Months,90
1922,47,Middle-aged,Male,Shirt,Clothing,36,Michigan,Midwest,M,Green,Fall,3.5,No,Store Pickup,No,13,Venmo,Annually,365
1923,18,Young Adult,Male,Gloves,Accessories,63,Kentucky,South,S,Peach,Summer,4.6,No,Standard,No,9,PayPal,Monthly,30
1924,64,Senior,Male,Sandals,Footwear,36,Nebraska,Midwest,XL,Blue,Summer,4.3,No,Standard,No,7,Cash,Annually,365
1925,30,Young Adult,Male,Jacket,Outerwear,63,Michigan,Midwest,M,Gray,Fall,4.8,No,Free Shipping,No,42,PayPal,Quarterly,90
1926,59,Senior,Male,Sneakers,Footwear,32,Utah,West,L,Black,Winter,2.9,No,Express,No,44,Credit Card,Fortnightly,14
1927,66,Senior,Male,Backpack,Accessories,93,New Mexico,West,M,Silver,Spring,3,No,Express,No,6,PayPal,Annually,365
1928,40,Adult,Male,Pants,Clothing,29,Florida,South,M,Pink,Summer,2.9,No,Standard,No,8,Cash,Every 3 Months,90
1929,25,Young Adult,Male,Sunglasses,Accessories,92,Mississippi,South,S,Lavender,Summer,3.7,No,Standard,No,10,PayPal,Weekly,7
1930,59,Senior,Male,Jeans,Clothing,33,Hawaii,West,L,Brown,Fall,4.7,No,Standard,No,46,Venmo,Quarterly,90
1931,66,Senior,Male,Pants,Clothing,52,North Carolina,South,L,Turquoise,Spring,3.5,No,Store Pickup,No,26,Cash,Weekly,7
1932,54,Middle-aged,Male,Jewelry,Accessories,42,Illinois,Midwest,S,Olive,Spring,2.7,No,Store Pickup,No,6,Debit Card,Every 3 Months,90
1933,42,Adult,Male,Hoodie,Clothing,36,Maryland,South,M,White,Spring,5,No,Free Shipping,No,47,Credit Card,Every 3 Months,90
1934,48,Middle-aged,Male,Sandals,Footwear,67,Montana,West,L,Violet,Summer,4.1,No,Next Day Air,No,28,Venmo,Annually,365
1935,34,Adult,Male,Jacket,Outerwear,43,Michigan,Midwest,L,Gold,Winter,2.7,No,Free Shipping,No,23,Bank Transfer,Annually,365
1936,19,Young Adult,Male,Blouse,Clothing,68,North Carolina,South,XL,Violet,Spring,4.8,No,Free Shipping,No,45,Cash,Fortnightly,14
1937,70,Senior,Male,Jewelry,Accessories,60,Minnesota,Midwest,S,Teal,Summer,4.3,No,2-Day Shipping,No,44,PayPal,Every 3 Months,90
1938,43,Adult,Male,Socks,Clothing,53,Delaware,South,M,Olive,Summer,4.5,No,2-Day Shipping,No,11,Bank Transfer,Monthly,30
1939,46,Middle-aged,Male,Jeans,Clothing,23,Kentucky,South,L,Blue,Spring,3.8,No,Standard,No,39,Debit Card,Bi-Weekly,14
1940,66,Senior,Male,Gloves,Accessories,57,Ohio,Midwest,L,Magenta,Winter,3.7,No,Store Pickup,No,20,PayPal,Every 3 Months,90
1941,50,Middle-aged,Male,Hat,Accessories,89,Alaska,West,L,Gray,Fall,3.9,No,2-Day Shipping,No,48,PayPal,Fortnightly,14
1942,55,Middle-aged,Male,Shoes,Footwear,99,Vermont,Northeast,XL,Peach,Winter,3.3,No,Standard,No,46,Credit Card,Quarterly,90
1943,63,Senior,Male,Pants,Clothing,28,Alabama,South,M,Cyan,Fall,3.4,No,Express,No,22,PayPal,Monthly,30
1944,32,Adult,Male,Socks,Clothing,53,Wisconsin,Midwest,L,Violet,Summer,3.8,No,Next Day Air,No,45,Cash,Annually,365
1945,30,Young Adult,Male,Hoodie,Clothing,45,Arkansas,South,M,Gold,Winter,2.7,No,Free Shipping,No,49,Cash,Every 3 Months,90
1946,35,Adult,Male,Hoodie,Clothing,38,Georgia,South,M,Gold,Winter,2.9,No,2-Day Shipping,No,9,Credit Card,Every 3 Months,90
1947,59,Senior,Male,Pants,Clothing,49,Louisiana,South,M,White,Summer,4.5,No,Standard,No,41,Credit Card,Quarterly,90
1948,59,Senior,Male,Shirt,Clothing,32,New York,Northeast,M,Gray,Summer,2.6,No,Store Pickup,No,2,PayPal,Monthly,30
1949,54,Middle-aged,Male,T-shirt,Clothing,37,Connecticut,Northeast,L,Brown,Winter,3.1,No,Next Day Air,No,39,PayPal,Bi-Weekly,14
1950,63,Senior,Male,Dress,Clothing,80,Nebraska,Midwest,L,Gray,Winter,4.7,No,Store Pickup,No,12,PayPal,Quarterly,90
1951,43,Adult,Male,Backpack,Accessories,78,Arkansas,South,L,Blue,Summer,4.6,No,Free Shipping,No,26,PayPal,Every 3 Months,90
1952,33,Adult,Male,Gloves,Accessories,53,Connecticut,Northeast,L,Gold,Summer,2.7,No,Next Day Air,No,32,Bank Transfer,Bi-Weekly,14
1953,57,Middle-aged,Male,Shoes,Footwear,82,Maryland,South,L,Yellow,Summer,4.6,No,2-Day Shipping,No,50,Cash,Bi-Weekly,14
1954,25,Young Adult,Male,Skirt,Clothing,33,Colorado,West,XL,Green,Spring,4.8,No,Standard,No,3,PayPal,Fortnightly,14
1955,26,Young Adult,Male,Gloves,Accessories,77,Colorado,West,M,Pink,Winter,4.2,No,Free Shipping,No,3,Venmo,Quarterly,90
1956,50,Middle-aged,Male,Hoodie,Clothing,56,Maine,Northeast,M,Pink,Winter,4.9,No,Express,No,37,Cash,Monthly,30
1957,70,Senior,Male,Socks,Clothing,37,Oklahoma,South,M,Pink,Winter,4.9,No,Express,No,20,Credit Card,Fortnightly,14
1958,68,Senior,Male,Gloves,Accessories,54,South Carolina,South,M,Cyan,Spring,4.5,No,Store Pickup,No,26,Cash,Bi-Weekly,14
1959,39,Adult,Male,Shorts,Clothing,67,Nevada,West,M,Gray,Winter,2.7,No,Store Pickup,No,47,Cash,Quarterly,90
1960,46,Middle-aged,Male,Shoes,Footwear,90,Colorado,West,M,White,Fall,3.1,No,Store Pickup,No,7,Credit Card,Every 3 Months,90
1961,57,Middle-aged,Male,Jeans,Clothing,72,Massachusetts,Northeast,L,Red,Summer,3.3,No,2-Day Shipping,No,40,Credit Card,Annually,365
1962,47,Middle-aged,Male,Boots,Footwear,59,Nevada,West,L,Black,Summer,2.6,No,Free Shipping,No,45,Debit Card,Quarterly,90
1963,40,Adult,Male,Hat,Accessories,45,Iowa,Midwest,M,Silver,Fall,4.4,No,Standard,No,20,PayPal,Fortnightly,14
1964,52,Middle-aged,Male,Shorts,Clothing,30,Michigan,Midwest,L,Pink,Spring,3.9,No,Standard,No,11,Credit Card,Weekly,7
1965,40,Adult,Male,Pants,Clothing,51,West Virginia,South,S,Cyan,Summer,4.6,No,Express,No,50,Debit Card,Monthly,30
1966,67,Senior,Male,Sweater,Clothing,90,Indiana,Midwest,M,White,Fall,4.9,No,Express,No,25,Debit Card,Quarterly,90
1967,67,Senior,Male,Jacket,Outerwear,95,Indiana,Midwest,XL,Purple,Winter,3.7,No,Express,No,5,Credit Card,Fortnightly,14
1968,37,Adult,Male,Dress,Clothing,81,Georgia,South,L,Yellow,Fall,3.7,No,Standard,No,4,Venmo,Annually,365
1969,67,Senior,Male,Shirt,Clothing,70,Minnesota,Midwest,S,Blue,Spring,4.2,No,Standard,No,25,Credit Card,Weekly,7
1970,64,Senior,Male,Dress,Clothing,32,Louisiana,South,S,Cyan,Winter,3.5,No,Next Day Air,No,11,Bank Transfer,Fortnightly,14
1971,28,Young Adult,Male,Belt,Accessories,94,Maryland,South,M,Indigo,Spring,2.9,No,Next Day Air,No,4,Credit Card,Bi-Weekly,14
1972,54,Middle-aged,Male,Hat,Accessories,29,Pennsylvania,Northeast,XL,Indigo,Spring,3.4,No,Next Day Air,No,1,Venmo,Monthly,30
1973,54,Middle-aged,Male,Backpack,Accessories,31,Louisiana,South,M,Silver,Summer,3.3,No,Express,No,48,PayPal,Every 3 Months,90
1974,24,Young Adult,Male,Skirt,Clothing,20,Maryland,South,XL,Red,Fall,4.5,No,Standard,No,9,Venmo,Every 3 Months,90
1975,27,Young Adult,Male,Gloves,Accessories,44,Tennessee,South,M,Peach,Winter,4.6,No,2-Day Shipping,No,2,PayPal,Fortnightly,14
1976,53,Middle-aged,Male,Jacket,Outerwear,77,Illinois,Midwest,L,Turquoise,Fall,2.9,No,Express,No,4,Cash,Quarterly,90
1977,32,Adult,Male,Handbag,Accessories,51,Wyoming,West,M,Pink,Spring,3.2,No,Next Day Air,No,43,PayPal,Fortnightly,14
1978,24,Young Adult,Male,Sandals,Footwear,49,Florida,South,M,Teal,Summer,2.6,No,Free Shipping,No,32,Bank Transfer,Annually,365
1979,45,Middle-aged,Male,Sunglasses,Accessories,78,Massachusetts,Northeast,L,Magenta,Spring,3.8,No,Store Pickup,No,1,Cash,Quarterly,90
1980,49,Middle-aged,Male,Jeans,Clothing,98,Tennessee,South,L,Blue,Spring,2.8,No,Store Pickup,No,38,Debit Card,Fortnightly,14
1981,51,Middle-aged,Male,Sandals,Footwear,94,Iowa,Midwest,M,Green,Winter,4.4,No,Store Pickup,No,25,PayPal,Fortnightly,14
1982,69,Senior,Male,Shoes,Footwear,91,Michigan,Midwest,L,Violet,Summer,4.7,No,Express,No,42,PayPal,Quarterly,90
1983,41,Adult,Male,Sunglasses,Accessories,77,Kansas,Midwest,M,Turquoise,Summer,2.7,No,2-Day Shipping,No,32,PayPal,Monthly,30
1984,59,Senior,Male,Scarf,Accessories,97,Georgia,South,M,Pink,Summer,2.6,No,Next Day Air,No,21,Debit Card,Quarterly,90
1985,26,Young Adult,Male,Skirt,Clothing,58,West Virginia,South,M,Black,Summer,3.4,No,2-Day Shipping,No,26,PayPal,Fortnightly,14
1986,23,Young Adult,Male,Gloves,Accessories,97,Tennessee,South,M,Gold,Spring,3.9,No,2-Day Shipping,No,6,Credit Card,Fortnightly,14
1987,62,Senior,Male,Coat,Outerwear,48,Arkansas,South,L,Green,Summer,3.4,No,2-Day Shipping,No,14,Venmo,Quarterly,90
1988,69,Senior,Male,Belt,Accessories,23,Vermont,Northeast,XL,White,Summer,3.4,No,Express,No,4,Cash,Quarterly,90
1989,46,Middle-aged,Male,Pants,Clothing,79,Virginia,South,M,Gold,Winter,3.9,No,Free Shipping,No,26,Bank Transfer,Weekly,7
1990,35,Adult,Male,Jewelry,Accessories,42,Maryland,South,S,Charcoal,Spring,4,No,Express,No,39,PayPal,Bi-Weekly,14
1991,32,Adult,Male,Backpack,Accessories,95,Connecticut,Northeast,L,White,Spring,3.4,No,2-Day Shipping,No,15,PayPal,Annually,365
1992,46,Middle-aged,Male,Sneakers,Footwear,29,Missouri,Midwest,M,Brown,Summer,3.7,No,Next Day Air,No,1,Venmo,Every 3 Months,90
1993,33,Adult,Male,Hoodie,Clothing,98,New Jersey,Northeast,L,Gold,Winter,4.9,No,2-Day Shipping,No,28,Venmo,Monthly,30
1994,32,Adult,Male,Blouse,Clothing,96,Arkansas,South,S,Purple,Spring,5,No,Express,No,17,Cash,Weekly,7
1995,33,Adult,Male,Sunglasses,Accessories,66,Nevada,West,M,Brown,Fall,2.9,No,Next Day Air,No,24,Credit Card,Weekly,7
1996,67,Senior,Male,Boots,Footwear,80,Missouri,Midwest,S,Teal,Spring,3,No,Standard,No,29,Debit Card,Quarterly,90
1997,67,Senior,Male,Sneakers,Footwear,27,South Dakota,Midwest,L,Indigo,Summer,3.3,No,Next Day Air,No,18,Cash,Every 3 Months,90
1998,42,Adult,Male,Backpack,Accessories,25,Connecticut,Northeast,M,Purple,Fall,4.7,No,Express,No,10,Debit Card,Bi-Weekly,14
1999,20,Young Adult,Male,Pants,Clothing,45,Vermont,Northeast,M,Orange,Fall,3.4,No,2-Day Shipping,No,19,Cash,Quarterly,90
2000,39,Adult,Male,Socks,Clothing,89,Tennessee,South,L,Indigo,Winter,4.6,No,2-Day Shipping,No,26,Debit Card,Monthly,30
2001,26,Young Adult,Male,Belt,Accessories,27,California,West,M,Lavender,Winter,3.6,No,2-Day Shipping,No,25,Cash,Bi-Weekly,14
2002,51,Middle-aged,Male,Sunglasses,Accessories,90,Wyoming,West,S,Purple,Winter,2.6,No,Free Shipping,No,2,Debit Card,Fortnightly,14
2003,31,Young Adult,Male,Shirt,Clothing,65,New York,Northeast,M,Red,Summer,2.7,No,Express,No,19,PayPal,Every 3 Months,90
2004,68,Senior,Male,Sneakers,Footwear,72,Maine,Northeast,S,Blue,Spring,3.1,No,Express,No,32,Cash,Quarterly,90
2005,44,Adult,Male,Shoes,Footwear,70,Georgia,South,L,Blue,Fall,3.2,No,2-Day Shipping,No,13,Cash,Bi-Weekly,14
2006,18,Young Adult,Male,Sandals,Footwear,82,Tennessee,South,M,Cyan,Winter,3.4,No,Store Pickup,No,30,PayPal,Fortnightly,14
2007,58,Senior,Male,Scarf,Accessories,97,New Mexico,West,S,Pink,Fall,4.4,No,Express,No,2,Credit Card,Annually,365
2008,26,Young Adult,Male,Shirt,Clothing,25,Virginia,South,M,Silver,Summer,3.2,No,2-Day Shipping,No,8,PayPal,Quarterly,90
2009,57,Middle-aged,Male,Skirt,Clothing,48,Florida,South,M,Gray,Spring,2.5,No,Free Shipping,No,27,PayPal,Every 3 Months,90
2010,37,Adult,Male,Boots,Footwear,99,Alabama,South,M,Indigo,Summer,3.8,No,Next Day Air,No,26,Venmo,Bi-Weekly,14
2011,24,Young Adult,Male,Sweater,Clothing,21,Texas,South,M,Maroon,Summer,4.4,No,2-Day Shipping,No,3,Debit Card,Bi-Weekly,14
2012,57,Middle-aged,Male,Sandals,Footwear,94,West Virginia,South,M,Beige,Spring,3.7,No,Express,No,4,Bank Transfer,Monthly,30
2013,48,Middle-aged,Male,Jeans,Clothing,53,Nevada,West,L,Green,Fall,3.2,No,Store Pickup,No,5,Cash,Fortnightly,14
2014,39,Adult,Male,Backpack,Accessories,70,Virginia,South,M,Peach,Winter,4.9,No,Standard,No,25,Debit Card,Quarterly,90
2015,51,Middle-aged,Male,Skirt,Clothing,26,Wisconsin,Midwest,L,Black,Summer,3.9,No,Standard,No,47,PayPal,Bi-Weekly,14
2016,57,Middle-aged,Male,Belt,Accessories,82,Virginia,South,S,Pink,Summer,4.5,No,Next Day Air,No,8,Credit Card,Fortnightly,14
2017,53,Middle-aged,Male,Shoes,Footwear,47,Maine,Northeast,S,Violet,Winter,3.4,No,Standard,No,20,Debit Card,Fortnightly,14
2018,70,Senior,Male,Socks,Clothing,32,Massachusetts,Northeast,S,Green,Winter,4.1,No,Next Day Air,No,42,Bank Transfer,Every 3 Months,90
2019,60,Senior,Male,Backpack,Accessories,97,Arkansas,South,S,Gold,Fall,4.5,No,Store Pickup,No,20,Bank Transfer,Weekly,7
2020,31,Young Adult,Male,Shirt,Clothing,68,Idaho,West,S,Red,Winter,4.7,No,Store Pickup,No,23,Cash,Fortnightly,14
2021,41,Adult,Male,Sweater,Clothing,23,Pennsylvania,Northeast,M,Beige,Winter,4.8,No,Next Day Air,No,26,Cash,Quarterly,90
2022,62,Senior,Male,Handbag,Accessories,33,Maine,Northeast,M,Green,Winter,4.4,No,Standard,No,48,Venmo,Quarterly,90
2023,59,Senior,Male,Jewelry,Accessories,38,Alabama,South,S,Black,Winter,4,No,Store Pickup,No,16,Cash,Bi-Weekly,14
2024,46,Middle-aged,Male,Socks,Clothing,68,Idaho,West,S,Teal,Winter,4.1,No,Store Pickup,No,28,Cash,Bi-Weekly,14
2025,62,Senior,Male,Socks,Clothing,23,Arkansas,South,L,Silver,Fall,3.7,No,Express,No,39,PayPal,Weekly,7
2026,42,Adult,Male,Shirt,Clothing,29,Delaware,South,M,Turquoise,Summer,3,No,Express,No,43,Debit Card,Fortnightly,14
2027,37,Adult,Male,Scarf,Accessories,35,Maine,Northeast,M,Orange,Winter,3.6,No,Express,No,45,Bank Transfer,Every 3 Months,90
2028,50,Middle-aged,Male,Shoes,Footwear,73,Nebraska,Midwest,S,Gold,Fall,4.8,No,Standard,No,50,Credit Card,Every 3 Months,90
2029,29,Young Adult,Male,Shoes,Footwear,84,Ohio,Midwest,XL,Purple,Fall,3.7,No,2-Day Shipping,No,10,Venmo,Bi-Weekly,14
2030,25,Young Adult,Male,Scarf,Accessories,23,Montana,West,M,Pink,Spring,4.6,No,Next Day Air,No,40,PayPal,Quarterly,90
2031,66,Senior,Male,Sunglasses,Accessories,67,New Mexico,West,S,Green,Summer,2.8,No,Standard,No,38,Credit Card,Monthly,30
2032,21,Young Adult,Male,Socks,Clothing,51,North Carolina,South,L,Charcoal,Spring,4,No,Standard,No,2,Credit Card,Monthly,30
2033,46,Middle-aged,Male,Blouse,Clothing,36,South Carolina,South,M,Maroon,Winter,4.2,No,Next Day Air,No,13,Cash,Annually,365
2034,57,Middle-aged,Male,Jeans,Clothing,55,Illinois,Midwest,L,Olive,Summer,3.6,No,Express,No,33,Venmo,Annually,365
2035,61,Senior,Male,Shorts,Clothing,30,Alabama,South,M,Peach,Spring,2.9,No,Store Pickup,No,27,PayPal,Monthly,30
2036,53,Middle-aged,Male,T-shirt,Clothing,70,Oklahoma,South,S,Yellow,Summer,4.1,No,Express,No,43,Bank Transfer,Weekly,7
2037,37,Adult,Male,Blouse,Clothing,63,Minnesota,Midwest,S,Lavender,Winter,3.1,No,Next Day Air,No,46,Cash,Weekly,7
2038,39,Adult,Male,Belt,Accessories,87,Illinois,Midwest,S,Green,Summer,4.3,No,Express,No,7,Venmo,Bi-Weekly,14
2039,53,Middle-aged,Male,Blouse,Clothing,70,Arkansas,South,L,Orange,Spring,4.4,No,Next Day Air,No,35,Credit Card,Fortnightly,14
2040,35,Adult,Male,T-shirt,Clothing,51,Minnesota,Midwest,M,Olive,Spring,3.1,No,Next Day Air,No,31,Debit Card,Bi-Weekly,14
2041,69,Senior,Male,Jewelry,Accessories,25,South Carolina,South,XL,Gray,Spring,2.9,No,Free Shipping,No,42,Venmo,Quarterly,90
2042,66,Senior,Male,Jacket,Outerwear,32,New York,Northeast,S,Lavender,Winter,3.2,No,Next Day Air,No,14,PayPal,Bi-Weekly,14
2043,19,Young Adult,Male,Shoes,Footwear,52,Alabama,South,M,Red,Spring,4,No,2-Day Shipping,No,35,Venmo,Monthly,30
2044,47,Middle-aged,Male,Gloves,Accessories,33,New York,Northeast,M,Charcoal,Summer,2.7,No,Standard,No,49,PayPal,Weekly,7
2045,49,Middle-aged,Male,Jeans,Clothing,68,Missouri,Midwest,L,Orange,Spring,3,No,Free Shipping,No,17,PayPal,Fortnightly,14
2046,31,Young Adult,Male,Jewelry,Accessories,20,Georgia,South,M,Red,Fall,4.4,No,Express,No,26,PayPal,Quarterly,90
2047,39,Adult,Male,Pants,Clothing,32,Oklahoma,South,M,Maroon,Winter,2.8,No,Free Shipping,No,30,Cash,Every 3 Months,90
2048,58,Senior,Male,Jewelry,Accessories,82,Connecticut,Northeast,M,Silver,Summer,3.1,No,Store Pickup,No,32,Cash,Annually,365
2049,45,Middle-aged,Male,Sneakers,Footwear,64,Michigan,Midwest,XL,Pink,Winter,3.9,No,Express,No,35,Bank Transfer,Quarterly,90
2050,68,Senior,Male,Boots,Footwear,24,Rhode Island,Northeast,L,Blue,Fall,2.7,No,Standard,No,15,Venmo,Annually,365
2051,35,Adult,Male,Hat,Accessories,96,Mississippi,South,M,Teal,Summer,3.4,No,Store Pickup,No,10,Debit Card,Annually,365
2052,65,Senior,Male,T-shirt,Clothing,94,Massachusetts,Northeast,L,Black,Spring,3.8,No,Free Shipping,No,14,Credit Card,Monthly,30
2053,45,Middle-aged,Male,Backpack,Accessories,48,New Hampshire,Northeast,M,Gray,Winter,3.7,No,2-Day Shipping,No,30,Bank Transfer,Annually,365
2054,19,Young Adult,Male,Sunglasses,Accessories,60,Wyoming,West,S,Purple,Spring,4.5,No,2-Day Shipping,No,16,Credit Card,Fortnightly,14
2055,65,Senior,Male,Sweater,Clothing,56,New Jersey,Northeast,XL,Gold,Spring,2.9,No,Express,No,14,PayPal,Annually,365
2056,28,Young Adult,Male,Handbag,Accessories,33,Texas,South,M,Silver,Fall,3.4,No,2-Day Shipping,No,28,Bank Transfer,Weekly,7
2057,55,Middle-aged,Male,Backpack,Accessories,46,Minnesota,Midwest,L,Blue,Spring,4.4,No,2-Day Shipping,No,29,PayPal,Monthly,30
2058,66,Senior,Male,Socks,Clothing,37,South Dakota,Midwest,L,Yellow,Spring,4.2,No,Standard,No,5,PayPal,Every 3 Months,90
2059,29,Young Adult,Male,Shirt,Clothing,98,Washington,West,M,Brown,Winter,3.3,No,Store Pickup,No,17,Bank Transfer,Quarterly,90
2060,56,Middle-aged,Male,Shorts,Clothing,50,California,West,XL,Beige,Spring,3.7,No,Express,No,50,PayPal,Weekly,7
2061,21,Young Adult,Male,Belt,Accessories,63,Wisconsin,Midwest,M,Blue,Fall,3.2,No,Next Day Air,No,23,Bank Transfer,Quarterly,90
2062,32,Adult,Male,Sweater,Clothing,70,Michigan,Midwest,S,Magenta,Summer,2.6,No,Store Pickup,No,22,Debit Card,Annually,365
2063,54,Middle-aged,Male,Coat,Outerwear,63,South Carolina,South,L,Silver,Fall,2.8,No,Standard,No,15,Cash,Quarterly,90
2064,61,Senior,Male,Shorts,Clothing,86,Indiana,Midwest,M,Cyan,Fall,2.9,No,Standard,No,32,Cash,Monthly,30
2065,31,Young Adult,Male,Shoes,Footwear,99,Arkansas,South,M,Green,Summer,4,No,2-Day Shipping,No,5,Bank Transfer,Monthly,30
2066,27,Young Adult,Male,Sneakers,Footwear,40,Oregon,West,M,Blue,Spring,2.9,No,Free Shipping,No,6,Bank Transfer,Bi-Weekly,14
2067,64,Senior,Male,Sneakers,Footwear,92,Illinois,Midwest,M,Olive,Fall,4.7,No,Store Pickup,No,44,Debit Card,Fortnightly,14
2068,60,Senior,Male,Pants,Clothing,21,Maryland,South,XL,Beige,Fall,3.1,No,2-Day Shipping,No,23,Cash,Fortnightly,14
2069,70,Senior,Male,Jewelry,Accessories,81,Vermont,Northeast,XL,Black,Summer,3.9,No,Store Pickup,No,44,Venmo,Monthly,30
2070,36,Adult,Male,T-shirt,Clothing,82,Texas,South,M,Indigo,Fall,3.4,No,Free Shipping,No,3,Debit Card,Quarterly,90
2071,56,Middle-aged,Male,Jewelry,Accessories,88,Nebraska,Midwest,XL,Red,Spring,3.1,No,Express,No,14,Cash,Monthly,30
2072,69,Senior,Male,Jacket,Outerwear,100,South Carolina,South,S,Yellow,Fall,4.8,No,Store Pickup,No,37,PayPal,Quarterly,90
2073,39,Adult,Male,Backpack,Accessories,66,Massachusetts,Northeast,M,Beige,Winter,3.9,No,Next Day Air,No,22,Bank Transfer,Weekly,7
2074,38,Adult,Male,Belt,Accessories,25,Texas,South,S,Green,Winter,3.5,No,Next Day Air,No,2,PayPal,Every 3 Months,90
2075,36,Adult,Male,Scarf,Accessories,53,Florida,South,M,White,Summer,3.1,No,Free Shipping,No,44,Debit Card,Fortnightly,14
2076,46,Middle-aged,Male,Sweater,Clothing,28,South Carolina,South,S,Turquoise,Fall,4.7,No,Express,No,49,Debit Card,Monthly,30
2077,59,Senior,Male,Gloves,Accessories,23,Florida,South,S,Indigo,Fall,4.6,No,Free Shipping,No,22,Debit Card,Bi-Weekly,14
2078,64,Senior,Male,Scarf,Accessories,34,Nebraska,Midwest,L,Orange,Fall,3.3,No,Free Shipping,No,26,Bank Transfer,Annually,365
2079,49,Middle-aged,Male,Dress,Clothing,42,Hawaii,West,M,Blue,Spring,3.2,No,Next Day Air,No,40,Debit Card,Weekly,7
